Name (caveats to the data),RTG $,Oil/Water Used,Type of Fish,Latin Name,Country Origin,Brand,Has Salt,Has Sugar,Sauce/Inclusions,Boneless,Skinless,Pieces/Tin,Tin Size (g),Tin Size (oz),Smoked,Grilled/Seared,Citrus,Garlic,Chili Pepper,Tomato,Dairy,Gluten,Organic,Kosher Cert,Servings/tin,Sodium/Serv (mg),% RDA Sodium,
Maria Organic Sardines in Organic EVOO,11,"Extra Virgin Olive Oil, Organic",Sardines,Sardina pilchardus,Portugal,Maria Organic,Yes,No,None,No,No,Unstated,120g,4.2 oz,No,No,No,No,No,No,No,No,Yes,None,?,920,15,Per 100g
Maria Organic Sardines in Organic Tomatoes and Organic EVOO,11,"Extra Virgin Olive Oil, Organic",Sardines,Sardina pilchardus,Portugal,Maria Organic,Yes,No,Tomato,No,No,Unstated,120g,4.2 oz,No,No,No,No,No,Yes,No,No,Yes,None,?,820,14,Per 100g
Maria Organic Small Sardines in Organic EVOO,11,"Extra Virgin Olive Oil, Organic",Sardines,Sardina pilchardus,Spain,Maria Organic,Yes,No,None,No,No,Unstated,90g,3.2 oz,No,No,No,No,No,No,No,No,Yes,None,?,1000,17,Per 100g
Maria Organic Spiced Mackerel Fillets in Organic EVOO,13,"Extra Virgin Olive Oil, Organic",Mackerel,Scomber japonicus,Portugal,Maria Organic,Yes,No,Spiced/Spicy,Yes,Yes,Unstated,120g,4.2 oz,No,No,No,No,Yes,No,No,No,Yes,None,?,800,13,Per 100g
Maria Organic Spiced Small Sardines in Organic EVOO,11,"Extra Virgin Olive Oil, Organic",Sardines,Sardina pilchardus,Spain,Maria Organic,Yes,No,Spiced/Spicy,No,No,Unstated,90g,3.2 oz,No,No,No,No,Yes,No,No,No,Yes,None,?,1400,23,Per 100g
Marusa Shirasu Whitebait (“Anchovies”) with Mentaiko (Cod Roe),14.5,Cottonseed Oil,"Anchovies, Whitebait",,Japan,Marusa,Yes,No,Cod Roe,NA,NA,Unstated,80g,2.82oz,No,No,No,No,No,No,No,No,No,None,5,160,7,
Marusa Shirasu Whitebait (“Anchovies”) with Yuzu Kosho,14.5,Cottonseed Oil,"Anchovies, Whitebait",,Japan,Marusa,Yes,No,Yuku Kosho,NA,NA,Unstated,80g,2.82oz,No,No,Yes,No,No,No,No,No,No,None,5,120,5,
Marusa Shirasu Whitebait (“Anchovies”) with Black Pepper and Basil Infused Oil,14.5,Cottonseed Oil,"Anchovies, Whitebait",,Japan,Marusa,Yes,No,"Basil, Pepper, Cheese",NA,NA,Unstated,80g,2.82oz,No,No,No,Yes,No,No,Yes,No,No,None,5,105,5,
Mary Manette Smoked Canadian Mussels,14,Mussel Nectar,Mussels,Mytilus edulis,Canada,Mary Manette,Yes,Yes,None,NA,NA,Unstated,70g,2.5 oz,Yes,No,No,No,No,No,No,No,No,None,1,370,16,
Mary Manette Smoked Wild Nova Scotia Herring,10,None,Herring,Clupea harengus,Canada,Mary Manette,Yes,No,None,No,No,Unstated,190g,6.7 oz,Yes,No,No,No,No,No,No,No,No,None,4,210,9,
Mary Manette Smoked Salmon Pâté,18,,Salmon,,Canada,Mary Manette,Yes,No,"Cream, egg",NA,NA,Unstated,90g,3.17oz,Yes,No,Yes,Yes,No,No,Yes,No,No,None,2,120,5,
Mary Manette Seacuterie Lemon Horseradish Sauce,16,Canola Oil,None,,Canada,Mary Manette,Yes,Yes,"Egg, mustard, horseradish",NA,NA,Unstated,180ml,6oz,No,No,No,No,No,No,Yes,No,No,None,6,80,4,
Matiz Bonito del Norte in Spanish Olive Oil,9,Olive Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,Spain,Matiz,Yes,No,None,NA,NA,NA,111g,4 oz,No,No,No,No,No,No,No,No,No,None,1,290,13,
Matiz Cockles in Brine,11.5,Water,Cockles,Cerastoderma edule,Spain,Matiz,Yes,No,None,NA,NA,Unstated,111g,4 oz,No,No,No,No,No,No,No,No,No,None,1,380,17,
Matiz Lightly Smoked Sardines in Spanish Olive Oil,5,Olive Oil,Sardines,Sardina pilchardus,Spain,Matiz,Yes,No,None,No,No,Unstated,120g,4.2 oz ,Yes,No,No,No,No,No,No,No,No,None,1,340,15,
Matiz Mackerel in Organic Extra Virgin Olive Oil,6,"Extra Virgin Olive Oil, Organic",Mackerel,"Scomber japonicus, Scomber colias",Spain,Matiz,Yes,No,None,Yes,Yes,Unstated,85g,3 oz,No,No,No,No,No,No,No,No,Yes,None,1,270,12,
Matiz Octopus (Wild Pulpo) in Spanish Olive Oil,13.5,Olive Oil,Octopus,Octopus vulgaris,Spain,Matiz,Yes,No,None,NA,NA,Unstated,111g,4 oz,No,No,No,No,No,No,No,No,No,None,1,340,15,
Matiz Organic Mussels in Olive Oil & Vinegar (en Escabeche),10,"Extra Virgin Olive Oil, Organic",Mussels,Mytilus galloprovincialis,Spain,Matiz,Yes,No,Escabeche,NA,NA,Unstated,111g,4 oz,No,No,No,No,No,No,No,No,Yes,None,1,550,24,
Matiz Sardines in Spanish Olive Oil,4.5,Olive Oil,Sardines,Sardina pilchardus,Spain,Matiz,Yes,No,None,No,No,Unstated,120g,4.2 oz,No,No,No,No,No,No,No,No,No,None,1,336,15,
Matiz Sardines with Lemon,4.5,Sunflower Oil,Sardines,Sardina pilchardus,Spain,Matiz,Yes,No,None,No,No,Unstated,120g,4.2 oz,No,No,Yes,No,No,No,No,No,No,None,1,340,15,
Matiz Small Sardines with Sweet Piquillo Peppers,6,Olive Oil,Sardines,Sardina pilchardus,Spain,Matiz,Yes,No,Piquillo Peppers,No,No,Unstated,85g,3 oz,No,No,No,No,No,No,No,No,No,None,1,310,14,
Matiz Spicy Sardines with Piri Piri Pepper,5,Olive Oil,Sardines,Sardina pilchardus,Spain,Matiz,Yes,No,Spiced/Spicy,No,No,Unstated,120g,4.2 oz,No,No,No,No,Yes,No,No,No,No,None,1,336,15,
Matiz Wild Cod in Spanish Olive Oil,10,Olive Oil,Cod,Gadus morhua,Spain,Matiz,Yes,No,None,Yes,No,Unstated,111g,4 oz,No,No,No,No,No,No,No,No,No,None,1,470,20,
Minerva Mackerel Fillets in Organic Extra Virgin Olive Oil,14,"Extra Virgin Olive Oil, Organic",Mackerel,Scomber japonicus,Portugal,Minerva,Yes,No,None,Yes,Yes,Unstated,120g,4.2 oz,No,No,No,No,No,No,No,No,Yes,None,?,1000,?,per 100g
Minerva Mackerel Fillets in Spiced Olive Oil with Pickles,9,Olive Oil,Mackerel,Scomber japonicus,Portugal,Minerva,Yes,No,"Spiced/Spicy Carrot, Cucumber, Piri Piri",Yes,Yes,Unstated,120g,4 oz,No,No,No,No,Yes,No,No,No,No,None,?,1000,?,per 100g
Minerva Sardines in Olive Oil,9,Olive Oil,Sardines,Sardina pilchardus,Portugal,Minerva,Yes,No,None,No,No,Unstated,120g,4 oz,No,No,No,No,No,No,No,No,No,None,?,800,?,per 100g
Minerva Sardines in Olive Oil with Lemon,11,Olive Oil,Sardines,Sardina pilchardus,Portugal,Minerva,Yes,No,Lemon,No,No,Unstated,120g,4.2 oz,No,No,Yes,No,No,No,No,No,No,None,?,800,?,per 100g
Minerva Sardines in Organic Extra Virgin Olive Oil,11,"Extra Virgin Olive Oil, Organic",Sardines,Sardina pilchardus,Portugal,Minerva,Yes,No,None,No,No,Unstated,120g,4.2 oz,No,No,No,No,No,No,No,No,Yes,None,?,900,?,per 100g
Minerva Sardines in Organic Extra Virgin Olive Oil with Piri Piri Pepper,11,"Extra Virgin Olive Oil, Organic",Sardines,Sardina pilchardus,Portugal,Minerva,Yes,No,Spiced/Spicy,No,No,Unstated,120g,4.2 oz,No,No,No,No,Yes,No,No,No,Yes,None,?,900,?,per 100g
Minerva Sardines Skinless & Boneless in Hot Tomato Sauce,9,Olive Oil,Sardines,Sardina pilchardus,Portugal,Minerva,Yes,No,Spiced/Spicy Tomato,Yes,Yes,Unstated,120g,4 oz,No,No,No,No,Yes,Yes,No,No,No,None,?,680,?,per 100g
Minerva Sardines Skinless & Boneless in Olive Oil,9,Olive Oil,Sardines,Sardina pilchardus,Portugal,Minerva,Yes,No,None,Yes,Yes,Unstated,120g,4 oz,No,No,No,No,No,No,No,No,No,None,?,425,?,per 100g
Minerva Sardines Skinless & Boneless in Spiced Olive Oil and Pickles,9,Olive Oil,Sardines,Sardina pilchardus,Portugal,Minerva,Yes,No,Spiced/Spicy,Yes,Yes,Unstated,120g,4 oz,No,No,No,No,Yes,No,No,No,No,None,?,425,?,per 100g
Minerva Skipjack Tuna Fillets in Olive Oil,11.5,Olive Oil,"Tuna, Skipjack",Katsuwonus pelamis,Portugal,Minerva,Yes,No,None,NA,NA,NA,120g,4 oz,No,No,No,No,No,No,No,No,No,None,?,700,?,per 100g
Minerva Skipjack Tuna Fillets in Organic Extra Virgin Olive Oil,14.5,"Extra Virgin Olive Oil, Organic","Tuna, Skipjack",Katsuwonus pelamis,Portugal,Minerva,Yes,No,None,NA,NA,NA,120g,4 oz,No,No,No,No,No,No,No,No,Yes,None,?,700,?,per 100g
Minerva Skipjack Tuna Fillets in Spiced Olive Oil,14.5,Olive OIl,"Tuna, Skipjack",Katsuwonus pelamis,Portugal,Minerva,Yes,No,Spiced/Spicy,NA,NA,Unstated,120g,4 oz,No,No,No,No,Yes,No,No,No,No,None,?,490,?,per 100g
Minerva Ventresca of Yellowfin Tuna in Olive Oil,16.5,Olive Oil,"Tuna, Yellowfin",Thunnus albacares,Portugal,Minerva,Yes,No,None,NA,NA,Unstated,120g,4 oz,No,No,No,No,No,No,No,No,No,None,?,700,?,per 100g
Mouettes d'Arvor Boneless Whole Sardines in Extra Virgin Olive Oil,14,"Extra Virgin Olive Oil, Organic",Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,None,Yes,No,Unstated,115g,4 oz,No,No,No,No,No,No,No,No,Yes,None,2,280,10,
Mouettes d'Arvor Filets de maquereaux au naturel (Mackerel Fillets in Brine),9,Water,Mackerel,Scomber scombrus,France,Mouettes d'Arvor,Yes,No,None,Yes,Yes,Unstated,169g,5.96 oz,No,No,No,No,No,No,No,No,No,None,3,200,9,
Mouettes d'Arvor Mackerel Fillets in Catalan Sauce (Filets de Maquereaux à la Catalane),9,Sunflower Oil,Mackerel,Scomber scombrus,France,Mouettes d'Arvor,Yes,Yes,Catalan,Yes,No,Unstated,169g,5.96 oz,No,No,No,No,No,Yes,No,No,No,None,3,116,5,
Mouettes d'Arvor Mackerel Fillets in Escabeche,9.5,Sunflower Oil,Mackerel,Scomber scombrus,France,Mouettes d'Arvor,Yes,No,Escabeche,Yes,Yes,Unstated,169g,5.96 oz,No,No,No,No,No,Yes,No,No,No,None,3,94,4,
Mouettes d'Arvor Mackerel Fillets with Lemon and Basil,9.5,Sunflower Oil,Mackerel,Scomber scombrus,France,Mouettes d'Arvor,Yes,Yes,"Mustard, Lemon Juice, Basil",Yes,Yes,Unstated,176g,6.2 oz,No,No,Yes,No,No,No,No,No,No,None,3,69,3,
Mouettes d'Arvor Mackerel Fillets with Organic Brittany Seaweed,10,Extra Virgin Olive Oil,Mackerel,Scomber scombrus,France,Mouettes d'Arvor,Yes,No,Seaweed,Yes,No,Unstated,176g,6.2 oz,No,No,No,No,No,No,No,No,Yes,None,3,45,2,
Mouettes d'Arvor Mackerel in Muscadet Wine & Herbs,9,Water,Mackerel,Scomber scombrus,France,Mouettes d'Arvor,Yes,No,"Vinegar, Wine",Yes,No,Unstated,176g,6.2 oz,No,No,No,No,No,No,No,No,No,None,3,40,2,
Mouettes d'Arvor Mackerel in Mustard & Crème Fraiche,9,Sunflower Oil,Mackerel,Scomber scombrus,France,Mouettes d'Arvor,Yes,No,"Mustard, Cream",Yes,No,Unstated,169g,5.96 oz,No,No,No,Yes,No,No,Yes,No,No,None,3,290,13,
Mouettes d'Arvor Rillettes de Maquereaux à la moutarde à l'ancienne (Mackerel Rillette with whole grain mustard),9,Sunflower Oil,Mackerel,Scomber scombrus,France,Mouettes d'Arvor,Yes,No,"Mustard, Onion",NA,NA,NA,125g,4.4 oz,No,No,No,No,No,No,No,No,No,None,2,190,8,
Mouettes d'Arvor Rillettes de Merlu au cidre (Hake rillettes with cider),9,Sunflower Oil,Hake,?,France,Mouettes d'Arvor,Yes,No,"Cream, Onion, Garlic, Cider",NA,NA,NA,125g,4.4 oz,No,No,No,Yes,No,No,Yes,No,No,None,2,290,13,
Mouettes d'Arvor Rillettes de noix de Saint-Jacques (Scallop Rillettes),12,"Butter, Sunflower Oil",Scallop,"Varies, see lid",France,Mouettes d'Arvor,Yes,No,"Carrots, Butter, Onion, Garlic",NA,NA,NA,125g,4.4 oz,No,No,No,Yes,No,No,Yes,Yes,No,None,2,360,16,
Mouettes d'Arvor Rillettes de Thon Blanc aux tomates séchées (Albacore with sun-dried tomatoes),9,Sunflower Oil,"Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,France,Mouettes d'Arvor,Yes,No,Sun-Dried Tomatoes,NA,NA,NA,125g,4.4 oz,No,No,No,Yes,No,Yes,No,No,No,None,2,240,11,
Mouettes d'Arvor Rillettes of Salmon w/ Lemon & Dill,9,Sunflower Oil,Salmon,?,France,Mouettes d'Arvor,Yes,No,"Lemon, Dill",NA,NA,Rillette,125g,4.4 oz,No,No,Yes,No,No,No,No,No,No,None,2,475,21,
Mouettes d'Arvor Rillettes of Tuna & Fromage Frais,9,Sunflower Oil,"Tuna, Skipjack",Katsuwonus pelamis,France,Mouettes d'Arvor,Yes,No,"Cheese, Fromage Frais (cream cheese)",NA,NA,Rillette,125g,4 oz,No,No,No,Yes,No,No,Yes,No,No,None,2,90,4,
Mouettes d'Arvor Sardine Fillets in Extra Virgin Olive Oil,10,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,None,Yes,Yes,Unstated,100g,3.5 oz,No,No,No,No,No,No,No,No,No,None,2,298,13,
Mouettes d'Arvor Sardine Rillettes with Fresh Tomato,9,Sunflower Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,"Tomato, Onion, Red Pepper",NA,NA,NA,125g,4.4 oz,No,No,No,No,No,Yes,No,No,No,None,2,250,11,
Mouettes d'Arvor Sardines in EVOO w/ Lemon Confit & Chili Pepper,9.5,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,"Lemon, Chili",No,No,Unstated,115g,4 oz,No,No,Yes,No,Yes,No,No,No,No,None,2,280,10,
Mouettes d'Arvor Sardines in EVOO with Basil and Thyme,9.5,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,"Basil, Thyme",No,No,Unstated,115g,4 oz,No,No,No,No,No,No,No,No,No,None,2,280,10,
Mouettes d'Arvor Sardines in Extra Virgin Olive Oil,9.5,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,None,No,No,Unstated,115g,4 oz,No,No,No,No,No,No,No,No,No,None,2,280,10,
Mouettes d'Arvor Sardines in Extra Virgin Olive Oil and Chili (Pili-Pili),9.5,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,Spiced/Spicy,No,No,Unstated,115g,4 oz,No,No,No,No,Yes,No,No,No,No,None,2,280,10,
Mouettes d'Arvor Sardines in Extra Virgin Olive Oil and Lemon,9.5,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,Lemon,No,No,Unstated,115g,4 oz,No,No,Yes,No,No,No,No,No,No,None,2,280,10,
Mouettes d'Arvor Sardines in Extra Virgin Olive Oil and Tomato Sauce,10,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,Yes,Tomato,No,No,Unstated,115g,4 oz,No,No,No,No,No,Yes,No,No,No,None,2,180,8,
Mouettes d'Arvor Sardines in Extra Virgin Olive Oil with Sichuan Pepper,9.5,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,Sichuan Pepper,No,No,Unstated,115g,4 oz,No,No,No,No,No,No,No,No,No,None,2,280,10,
"Mouettes d'Arvor Sardines in Extra Virgin Olive Oil, Commemorative ""Brest 2020""",16,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,None,No,No,Unstated,115g,4 oz,No,No,No,No,No,No,No,No,No,None,2,280,10,
"Mouettes d'Arvor Sardines in Extra Virgin Olive Oil, Vintage ""Saison 2018""",13,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,None,No,No,Unstated,115g,4 oz,No,No,No,No,No,No,No,No,No,None,2,240,10,
"Mouettes d'Arvor Sardines in Extra Virgin Olive Oil, Vintage ""Saison 2020""",11,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,None,No,No,Unstated,115g,4 oz,No,No,No,No,No,No,No,No,No,None,2,280,10,
"Mouettes d'Arvor Sardines in Extra Virgin Olive Oil, Vintage ""Saison 2021""",11,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,None,No,No,Unstated,115g,4 oz,No,No,No,No,No,No,No,No,No,None,2,280,10,
"Mouettes d'Arvor Sardines in Extra Virgin Olive Oil, Vintage ""Ville bleue 2019""",11,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,None,No,No,Unstated,115g,4 oz,No,No,No,No,No,No,No,No,No,None,2,240,10,
"Mouettes d'Arvor Sardines in Extra Virgin Olive Oil, Vintage ""Ville Bleue 2020""",11,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,None,No,No,Unstated,115g,4 oz,No,No,No,No,No,No,No,No,No,None,2,240,10,
"Mouettes d'Arvor Sardines in Extra Virgin Olive Oil, Vintage “Ville Bleue 2021”",11,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,None,No,No,Unstated,115g,4 oz,No,No,No,No,No,No,No,No,No,None,2,280,10,
Mouettes d'Arvor Sardines in Olive Oil with Sun-Dried Tomatoes,9.5,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,Sun-Dried Tomatoes,No,No,Unstated,115g,4 oz,No,No,No,No,No,Yes,No,No,No,None,2,316,14,
Mouettes d'Arvor Sardines in Organic Extra Virgin Olive Oil with Brittany Seaweed,10,"Extra Virgin Olive Oil, Organic",Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,Seaweed,No,No,Unstated,115g,4 oz,No,No,No,No,No,No,No,No,Yes,None,2,240,10,
Mouettes d'Arvor Sardines in Organic Extra Virgin Olive Oil with Piment d'Espelette,10,"Extra Virgin Olive Oil, Organic",Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,Piment d'Espelette,No,No,Unstated,115g,4 oz,No,No,No,No,No,No,No,No,Yes,None,2,280,10,
"Mouettes d'Arvor Sardines in Organic Extra Virgin Olive Oil with Yuzu, Orange and Grapefruit",10,"Extra Virgin Olive Oil, Organic; Sunflower Oil, Organic",Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,"Yuzu, Grapefruit, Orange",No,No,Unstated,115g,4 oz,No,No,Yes,No,No,No,No,No,Yes,None,2,280,10,
Mouettes d'Arvor Sardines in Peanut Oil,9.5,Peanut Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,None,No,No,Unstated,115g,4 oz,No,No,No,No,No,No,No,No,No,None,2,280,12,
Mouettes d'Arvor Sardines with Butter & Sea Salt from Guérande,11.5,Butter,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,None,No,No,Unstated,115g,4 oz,No,No,No,No,No,No,Yes,No,No,None,2,440,20,
"Mouettes d'Arvor Sardines with Persillade (butter, garlic, parsley)",11.5,Butter,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,"Garlic, Parsley",No,No,Unstated,115g,4 oz,No,No,No,Yes,No,No,Yes,No,No,None,2,530,24,
Mouettes d'Arvor Sardinettes in Olive Oil 8/10,10,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,None,No,No,8/10,100g,3.5 oz,No,No,No,No,No,No,No,No,No,None,2,120,5,
Mouettes d'Arvor Sardinettes in Olive Oil with Lemon 8/10,10,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,Lemon,No,No,8/10,100g,3.5 oz,No,No,Yes,No,No,No,No,No,No,None,2,296,13,
Mouettes d'Arvor Sardinettes in Olive Oil with Piment d'Espelette 8/10,10,Extra Virgin Olive Oil,Sardines,Sardina pilchardus,France,Mouettes d'Arvor,Yes,No,Piment d'Espelette,No,No,8/10,100g,3.5 oz,No,No,No,No,No,No,No,No,No,None,2,120,5,
Mouettes d'Arvor Thon Blanc Germon (Albacore) Steak in Organic Extra Virgin Olive Oil,16,"Extra Virgin Olive Oil, Organic","Tuna, Albacore (Bonito del Norte)",Thunnus alalunga,France,Mouettes d'Arvor,Yes,No,None,NA,NA,NA,160g,5.3 oz,No,No,No,No,No,No,No,No,Yes,None,3,130,6,
Mouettes d'Arvor Tuna Rillettes with Green Peppercorn (Rillettes de Thon au poivre vert),9,Sunflower Oil,"Tuna, Skipjack",Katsuwonus pelamis,France,Mouettes d'Arvor,Yes,No,Green Peppercorn,NA,NA,NA,125g,4.4 oz,No,No,No,No,No,No,No,No,No,None,2,128,6,
Mouettes d’Arvor Thon à la Catalane Bio (Skipjack Tuna in Organic Catalan Sauce),10.5,Sunflower Oil,"Tuna, Skipjack",Katsuwonus pelamis,France,Mouettes d'Arvor,Yes,Yes,Catalan Sauce,NA,NA,NA,160g,5.3oz,No,No,No,No,No,Yes,No,No,No,None,3,80,4,
Mouettes d'Arvor Whole Anchovy in Extra Virgin Olive Oil,10.5,Extra Virgin Olive Oil,Anchovy,?,France,Mouettes d'Arvor,Yes,No,None,No,No,Unstated,100g,3.53 oz,No,No,No,No,No,No,No,No,No,None,2,240,11,
Nissui Mackerel in Miso,3.5,Miso,Mackerel,?,Japan,Nissui,Yes,Yes,Miso,No,No,Unstated,190g,6.7 oz,No,No,No,No,No,No,No,No,No,None,2,440,19,
Nissui Mackerel in Oil,3.5,Soybean Oil,Mackerel,?,Japan,Nissui,Yes,No,None,No,No,Unstated,185g,6.52 oz,No,No,No,No,No,No,No,No,No,None,2,290,13,
Nissui Mackerel in Soy Sauce,3.5,Soy Sauce,Mackerel,?,Japan,Nissui,Yes,Yes,Soy Sauce,No,No,Unstated,190g,6.7 oz,No,No,No,No,No,No,No,Yes,No,None,2,460,20,
Nissui Whole Sardines in Miso (Iwashi Miso Ni),3.5,Miso,Sardines,Sardinops melanostictus,Japan,Nissui,Yes,Yes,Miso,No,No,Unstated,100g,3.53 oz,No,No,No,No,No,No,No,No,No,None,1,570,25,
Nissui Whole Sardines in Sweet Soy Sauce (Iwashi Ajitsuke),3.5,Soy Sauce,Sardines,Sardinops melanostictus,Japan,Nissui,Yes,Yes,Soy Sauce,No,No,Unstated,100g,3.53 oz,No,No,No,No,No,No,No,Yes,No,None,1,670,29,
Nuri Spiced Sardine Pâté,8,Olive Oil,Sardines,Sardina pilchardus,Portugal,Nui,Yes,No,"Tomato, Chickpea, Carrot, Bay, Laurel",Yes,NA,Unstated,65g,2.29oz,No,No,No,No,Yes,Yes,No,No,No,None,1,200,8,
Nuri Mackerel Fillets in Olive Oil,8.5,Olive Oil,Mackerel,?,Portugal,Nuri,Yes,No,None,Yes,Yes,Unstated,125g,4.4 oz,No,No,No,No,No,No,No,No,No,None,1,500,22,
Nuri Sardines in Extra Spicy Olive Oil 3/5,8.5,Olive Oil,Sardines,Sardina pilchardus,Portugal,Nuri,Yes,No,Spiced/Spicy,No,No,Unstated,125g,4.4 oz,No,No,No,No,Yes,No,No,No,No,None,1,1000,21,something seems off here
Nuri Sardines in Olive Oil 3/5,6.5,Olive Oil,Sardines,Sardina pilchardus,Portugal,Nuri,Yes,No,None,No,No,Unstated,125g,4.4 oz,No,No,No,No,No,No,No,No,No,None,1,500,22,
Nuri Sardines in Spiced Tomato Sauce 3/5,6.5,Olive Oil,Sardines,Sardina pilchardus,Portugal,Nuri,Yes,No,"Spiced/Spicy, Tomato, Cucumber, Chili, Carrot",No,No,Unstated,125g,4.4 oz,No,No,No,No,Yes,Yes,No,No,No,None,1,500,22,
Nuri Sardines in Tomato Sauce 3/5,6.5,Olive Oil,Sardines,Sardina pilchardus,Portugal,Nuri,Yes,No,Tomato,No,No,Unstated,125g,4.4 oz,No,No,No,No,No,Yes,No,No,No,None,1,500,22,
Nuri Spiced Mackerel Fillets in Olive Oil,8.5,Olive Oil,Mackerel,?,Portugal,Nuri,Yes,No,Spiced/Spicy,Yes,Yes,Unstated,125g,4.4 oz,No,No,No,No,Yes,No,No,No,No,None,1,500,22,
Nuri Spiced Sardines in Olive Oil 3/5,6.5,Olive Oil,Sardines,Sardina pilchardus,Portugal,Nuri,Yes,No,"Spiced/Spicy, Cucumber, Chili, Carrot",No,No,Unstated,125g,4.4 oz,No,No,No,No,Yes,No,No,No,No,None,1,500,22,
Nuri Spiced Small Whole Mackerel in Olive Oil,6.5,Olive Oil,Mackerel,?,Portugal,Nuri,Yes,No,"Spiced/Spicy Cucumber, Chili, Carrot",No,No,Unstated,125g,4.4 oz,No,No,No,No,Yes,No,No,No,No,None,1,500,22,
Ocean’s Sweet Smoked Mackerel,6.5,Sunflower Oil,Mackerel,Scomber scombrus,Scotland,Ocean's,Yes,Yes,Sweet Smoked,Yes,Yes,Unstated,110g,3.88oz,Yes,No,No,No,No,No,No,No,No,None,1,600,26,
"Ocean’s Mackerel Fillets with Black Olive, Red Pepper and Herbs",5,Sunflower/Rapeseed Oil,Mackerel,Scomber scombrus,Scotland,Ocean's,Yes,No,Spices,Yes,Yes,Unstated,125g,4.41oz,No,No,No,Yes,Yes,No,No,No,No,None,1,290,13,
Ocean’s Mackerel Fillets in Korma Curry Sauce,5,Sunflower Oil,Mackerel,Scomber scombrus,Scotland,Ocean's,Yes,Yes,Curry,Yes,Yes,Unstated,125g,4.41oz,No,No,No,Yes,Yes,Yes,No,No,No,None,1,260,11,
Ocean’s Mackerel Fillets with Jalapeño,5,Sunflower Oil,Mackerel,Scomber scombrus,Scotland,Ocean's,Yes,No,Jalapeno Peppers,Yes,Yes,Unstated,125g,4.41oz,No,No,No,No,No,No,No,No,No,None,1,210,9,
Ocean’s Smoked Peppered Mackerel,6.5,Sunflower Oil,Mackerel,Scomber scombrus,Scotland,Ocean's,Yes,No,Black Pepper,Yes,Yes,Unstated,110g,3.88oz,Yes,No,No,No,No,No,No,No,No,None,1,500,22,
Ocean’s Smoked Mackerel with Juniper and Coriander,6.5,Sunflower Oil,Mackerel,Scomber scombrus,Scotland,Ocean's,Yes,No,Juniper and Coriander Seed Oil,Yes,Yes,Unstated,110g,3.88oz,Yes,No,No,No,No,No,No,No,No,None,1,500,22,
Ocean’s Brisling Sardines (Sprats) Mediterranean,5,Olive Oil/Sunflower Oil,Sprats,Sprattus sprattus,Scotland,Ocean's,Yes,No,"Olives, peppers, herbs",No,No,Unstated,106g,3.75oz,No,No,No,Yes,No,No,No,No,No,None,1,210,9,
Ocean’s Brisling Sardines (Sprats) in Olive Oil,5,Olive Oil,Sprats,Sprattus sprattus,Scotland,Ocean's,Yes,No,None,No,No,Unstated,106g,3.75oz,No,No,No,No,No,No,No,No,No,None,1,380,17,
